country,job_role,ai_specialization,experience_level,experience_years,salary_usd,education_required,industry,company_size,year,work_mode,company_rating,job_openings,hiring_difficulty_score,layoff_risk,ai_adoption_score,company_funding_billion,economic_index,ai_maturity_years,vacation_days,skill_demand_score,automation_risk,job_security_score,career_growth_score,work_life_balance_score,promotion_speed,salary_percentile,cost_of_living_index,employee_satisfaction
Canada,Computer Vision Engineer,Analytics,Lead,12,144136,Diploma,Consulting,Large,2024,Onsite,4.48,17,41.52789229,0.15,56,3.37,69.32,7,25,86,78,83,42,78,28,25,1.99,90
Brazil,Computer Vision Engineer,Analytics,Entry,0,31371,Diploma,Telecom,Small,2020,Onsite,4.72,15,74.17309874,0.392,74,2.42,92.11,9,11,53,84,59,42,64,42,33,2.25,67
USA,Research Scientist,Generative AI,Entry,1,100185,PhD,Gaming,Small,2020,Onsite,4.49,15,58.9624337,0.398,39,4.57,72.32,3,19,80,3,65,40,64,47,61,2.31,78
Brazil,Machine Learning Engineer,Analytics,Senior,10,58001,Bachelor,Automotive,Small,2020,Onsite,3.83,17,38.8910869,0.134,84,4.68,67.89,12,24,15,38,70,66,86,53,77,1.57,74
Netherlands,Computer Vision Engineer,Generative AI,Lead,12,143188,Bachelor,Education,Small,2021,Remote,3.61,27,45.54847662,0.104,71,4.45,87.4,6,25,11,7,92,49,73,41,99,2.41,76
Brazil,Machine Learning Engineer,Generative AI,Entry,1,30290,Master,Consulting,Medium,2023,Remote,3.98,11,27.01314517,0.458,62,4.35,98.59,10,21,5,21,65,55,54,51,38,1.25,59
Brazil,Computer Vision Engineer,Analytics,Entry,1,37698,Bootcamp,Healthcare,Startup,2024,Onsite,3.44,10,78.80947023,0.388,63,3.86,83.2,5,24,77,28,58,49,62,41,35,2.21,65
Australia,Software Engineer AI,NLP,Lead,12,135230,Master,Automotive,Startup,2020,Hybrid,4.64,14,57.74952568,0.153,53,1.71,82.61,8,16,30,53,76,37,47,61,26,1.4,74
USA,Software Engineer AI,MLOps,Lead,16,229543,Bachelor,Energy,Medium,2025,Onsite,3.62,23,34.24710994,0.061,60,7.56,59.33,11,25,5,27,90,59,47,37,6,0.73,76
India,Data Analyst,Computer Vision,Mid,5,28713,Master,Retail,Enterprise,2023,Remote,4.12,12,41.26615219,0.172,80,5.75,80.35,3,19,76,40,86,63,65,12,2,0.52,75
Germany,Data Scientist,LLM,Senior,11,122227,Bachelor,Energy,Enterprise,2020,Hybrid,4.62,21,32.46885112,0.143,73,5.26,76.1,14,15,86,45,80,51,91,68,96,0.86,85
Australia,Machine Learning Engineer,Forecasting,Mid,2,70875,Master,Tech,Enterprise,2021,Remote,3.46,29,52.40521899,0.241,70,6.18,65.21,14,12,59,35,76,64,51,37,4,1.9,64
Australia,Software Engineer AI,Computer Vision,Lead,13,172687,Diploma,Gaming,Large,2024,Remote,3.67,17,33.33833765,0.009,94,8.94,98.25,5,15,59,94,85,75,52,18,13,1.91,80
Japan,Software Engineer AI,Computer Vision,Senior,7,91007,Bachelor,Energy,Medium,2022,Onsite,3.73,23,57.33498511,0.081,59,8.38,89.68,13,10,18,30,85,60,68,20,32,0.74,65
UK,Software Engineer AI,Computer Vision,Mid,3,90084,Bootcamp,Consulting,Enterprise,2025,Remote,3.37,12,41.08842953,0.168,74,1.76,68.7,8,20,14,78,74,51,69,12,19,0.76,70
India,AI Engineer,Analytics,Entry,1,32329,Diploma,Consulting,Startup,2023,Onsite,3.85,24,61.62698291,0.446,84,4.17,95.87,8,13,58,32,47,62,57,49,45,1.07,61
Brazil,Data Scientist,Forecasting,Lead,14,58561,Master,Healthcare,Medium,2023,Remote,3.48,16,65.02076321,0.074,64,1.12,67.79,3,29,41,42,86,31,65,70,95,1.38,57
USA,Data Analyst,NLP,Senior,8,112918,Bootcamp,Education,Startup,2026,Onsite,4.23,30,26.36625024,0.093,87,8.07,91.83,12,20,53,57,75,59,54,64,26,0.84,69
Australia,Data Scientist,Computer Vision,Lead,13,136995,Bootcamp,Finance,Large,2021,Remote,4.25,18,30.86335259,0.066,67,7.42,64.99,14,20,97,15,85,62,81,63,55,0.68,80
UAE,NLP Engineer,MLOps,Senior,6,78909,Bachelor,Tech,Large,2026,Remote,3.82,13,54.64401808,0.166,78,0.54,55.58,6,23,61,80,74,46,58,27,86,0.73,69
UAE,Computer Vision Engineer,Reinforcement Learning,Mid,5,91985,PhD,Consulting,Medium,2022,Remote,3.23,21,58.81143738,0.106,93,7.09,54.69,6,30,85,16,81,84,60,25,73,2.38,70
USA,NLP Engineer,LLM,Mid,5,122957,PhD,Automotive,Medium,2020,Onsite,4.71,19,58.76738453,0.16,66,3.72,77.11,10,17,69,13,80,47,62,17,64,1.5,75
UAE,Data Analyst,LLM,Lead,15,112778,PhD,Healthcare,Large,2024,Hybrid,3.91,15,77.23784692,0.015,51,8.6,64.03,5,30,13,4,96,56,68,29,95,0.86,75
Canada,Research Scientist,LLM,Mid,4,117894,Bootcamp,Energy,Startup,2021,Remote,4.2,16,72.370921,0.187,76,1.73,71.58,14,22,53,1,61,47,63,41,56,2.42,75
India,Computer Vision Engineer,MLOps,Entry,1,28707,Bachelor,Energy,Enterprise,2023,Remote,4.1,8,8.919553879,0.259,92,2.4,96.99,13,22,13,7,74,69,63,12,46,1.3,59
Brazil,AI Engineer,NLP,Mid,2,39118,PhD,Energy,Startup,2025,Remote,3.8,24,50.92848166,0.227,67,4.03,50.14,12,20,16,42,63,44,68,73,66,2.35,75
Brazil,Machine Learning Engineer,Generative AI,Senior,11,59222,PhD,Telecom,Large,2021,Hybrid,3.25,14,74.11411163,0.02,52,1.76,45.84,6,25,95,70,87,41,50,45,76,1.04,63
India,Data Scientist,Generative AI,Senior,8,48857,Bootcamp,Healthcare,Large,2021,Remote,4.74,25,75.30475401,0.128,68,4.54,92.14,4,10,51,85,90,45,52,51,48,0.58,67
France,Data Analyst,Forecasting,Lead,18,94789,Master,Healthcare,Medium,2024,Hybrid,4.24,23,51.94066462,0.115,75,3,58.97,3,18,16,8,84,56,52,75,31,1.08,68
UK,Data Analyst,Reinforcement Learning,Senior,8,79004,PhD,Healthcare,Small,2021,Onsite,4.37,18,38.57884415,0,98,5.05,92.25,13,12,73,58,85,73,57,42,56,0.69,67
Singapore,Computer Vision Engineer,Reinforcement Learning,Mid,2,91061,PhD,Gaming,Startup,2026,Remote,4.31,21,32.83688903,0.162,77,5.33,84.6,8,21,26,43,79,52,40,31,39,0.62,63
UAE,Software Engineer AI,LLM,Lead,18,148548,PhD,Consulting,Startup,2023,Onsite,4.77,12,37.42427018,0.099,74,2.26,61.24,10,28,69,43,74,42,51,84,73,1.29,71
UAE,Data Scientist,Analytics,Mid,3,68299,Master,Gaming,Medium,2025,Onsite,3.51,30,61.23035723,0.206,88,1.8,55.27,3,27,88,73,66,54,85,32,89,1.98,76
UAE,NLP Engineer,Computer Vision,Lead,19,151113,Master,Education,Startup,2020,Onsite,3.78,10,65.8105037,0.056,61,6.01,62.24,4,23,2,42,84,48,52,59,46,0.83,75
UAE,Research Scientist,Generative AI,Senior,10,113988,PhD,Consulting,Medium,2022,Onsite,4.5,13,38.0033887,0.101,65,8.21,81.52,11,27,50,59,87,52,88,49,75,2.35,77
Netherlands,Computer Vision Engineer,MLOps,Senior,11,141350,Bootcamp,Education,Small,2025,Remote,4.51,19,50.78464475,0.132,86,6.34,56.99,3,29,59,66,79,64,80,41,19,2.22,84
France,AI Engineer,Reinforcement Learning,Senior,7,89668,PhD,Retail,Medium,2022,Remote,4.41,21,59.52887623,0.032,75,9.4,79.66,5,27,2,74,79,78,63,30,55,1.41,72
France,Machine Learning Engineer,Forecasting,Lead,12,112054,Master,Retail,Large,2025,Hybrid,3.38,19,55.03359889,0.112,42,7.78,78.65,12,16,45,38,72,50,55,41,70,1.48,68
Brazil,Data Analyst,LLM,Entry,1,29464,Bachelor,Consulting,Startup,2020,Onsite,3.22,7,35.14489195,0.388,52,7.03,53.64,4,15,35,15,48,43,83,32,20,0.56,58
UAE,AI Engineer,Analytics,Senior,7,85990,Diploma,Energy,Enterprise,2021,Remote,3.38,31,27.78991613,0.058,64,9.25,73.43,4,22,76,60,82,65,69,36,74,1.96,85
UAE,Data Scientist,Forecasting,Mid,2,76867,PhD,Retail,Startup,2022,Hybrid,4.4,22,68.98154751,0.225,43,7.4,99.55,8,26,18,94,71,43,49,55,18,2.18,62
UAE,AI Engineer,LLM,Lead,15,151784,PhD,Automotive,Small,2023,Remote,3.95,21,60.82760452,0.061,63,6.45,98.87,9,14,18,14,86,60,76,26,36,0.74,81
Brazil,Research Scientist,Reinforcement Learning,Entry,1,42687,PhD,Telecom,Enterprise,2025,Remote,4.35,18,51.85967042,0.299,57,3.78,70.44,3,24,70,49,75,41,70,19,67,2.2,68
Netherlands,Data Scientist,Computer Vision,Entry,0,69688,PhD,Retail,Small,2022,Onsite,4.04,17,61.44169312,0.317,86,1.17,86.06,8,30,43,44,63,65,67,16,10,2.48,70
Brazil,Data Scientist,Forecasting,Mid,5,52954,Master,Finance,Large,2020,Remote,3.42,35,57.59698376,0.163,98,7.38,70.35,13,14,42,8,77,88,70,20,25,1.1,61
UK,Software Engineer AI,Forecasting,Entry,0,59958,Bachelor,Consulting,Small,2020,Remote,3.47,20,42.86276742,0.426,67,0.77,63.75,12,26,33,54,58,48,61,13,84,1.47,67
Brazil,Computer Vision Engineer,NLP,Mid,2,40560,Bootcamp,Education,Enterprise,2022,Remote,4.05,21,63.22977727,0.259,78,3.21,92.88,5,20,54,18,77,58,73,12,52,1.6,80
UK,Data Analyst,Generative AI,Lead,19,138680,PhD,Telecom,Small,2021,Onsite,4.06,22,64.95286388,0.075,80,7.96,58.24,4,25,37,90,90,73,57,66,20,0.89,81
France,Research Scientist,Generative AI,Entry,1,83014,Master,Telecom,Medium,2022,Hybrid,4.29,25,26.75992896,0.448,61,4.94,89.46,7,25,95,70,54,45,91,27,32,1.78,72
UK,NLP Engineer,Computer Vision,Mid,3,74039,PhD,Automotive,Enterprise,2021,Remote,4.77,24,52.44355319,0.267,81,3.84,66.31,3,12,40,25,76,57,43,12,71,0.52,56
Netherlands,NLP Engineer,Forecasting,Mid,3,87384,Diploma,Telecom,Medium,2022,Remote,4.72,17,53.63378704,0.118,62,1.16,53.54,12,10,43,63,83,27,60,48,40,0.58,71
UAE,Research Scientist,Reinforcement Learning,Senior,7,116224,Master,Education,Small,2025,Hybrid,3.34,26,44.55797467,0.007,69,8.39,62.58,14,18,95,84,81,64,64,15,11,0.91,75
Brazil,AI Engineer,Reinforcement Learning,Mid,4,52794,Bachelor,Consulting,Startup,2025,Remote,3.55,9,25.9938672,0.134,90,0.34,76.62,4,11,51,10,69,55,85,85,13,2.04,71
UK,Software Engineer AI,Forecasting,Entry,0,60997,Bootcamp,Telecom,Enterprise,2023,Remote,4.79,35,55.79438102,0.351,71,2.22,82.99,9,26,53,37,65,54,81,19,60,1.11,72
UK,AI Engineer,NLP,Entry,0,73557,Master,Consulting,Small,2022,Remote,4.47,12,55.33540863,0.388,47,8.13,62.32,8,22,67,61,74,46,43,25,39,0.92,59
UK,Data Analyst,NLP,Mid,5,57527,Bootcamp,Energy,Startup,2021,Remote,3.62,23,39.02994951,0.258,65,0.41,53.94,11,18,38,41,63,39,53,34,49,1.07,71
Brazil,Research Scientist,NLP,Mid,2,48389,Master,Gaming,Enterprise,2023,Hybrid,4,25,41.94720785,0.252,65,6.24,93.09,7,29,60,89,68,62,69,36,88,0.79,65
Japan,Machine Learning Engineer,MLOps,Entry,0,73030,Master,Consulting,Startup,2020,Hybrid,4.38,18,54.11795339,0.338,61,2.56,54.14,13,13,97,66,52,45,37,44,84,0.64,50
Canada,Software Engineer AI,MLOps,Mid,4,100529,Bachelor,Tech,Enterprise,2023,Onsite,4.11,30,82.74912144,0.237,50,1.01,90.86,4,26,33,59,76,37,60,20,72,1.6,75
Australia,Data Scientist,Reinforcement Learning,Entry,1,70632,PhD,Energy,Startup,2026,Remote,4.54,24,44.85738259,0.356,70,4.27,62.86,9,27,23,48,63,62,50,46,62,1.71,56
India,Data Analyst,Generative AI,Mid,3,28000,Diploma,Telecom,Medium,2024,Remote,4.12,22,56.35685068,0.196,58,9.11,63.82,4,29,4,12,77,55,70,36,16,0.7,66
France,Data Scientist,Generative AI,Lead,18,142331,Master,Automotive,Large,2022,Hybrid,3.71,26,57.01043984,0.059,98,2.83,57.67,9,10,85,92,98,55,63,74,23,1.11,78
France,Data Analyst,LLM,Mid,3,45725,Bootcamp,Energy,Small,2024,Hybrid,3.87,18,55.68464977,0.182,82,8.93,68.37,7,18,27,5,78,84,82,36,37,0.95,75
Brazil,Machine Learning Engineer,Forecasting,Senior,10,64430,Master,Telecom,Startup,2023,Hybrid,4.36,26,72.85794707,0.095,95,0.34,77.45,8,21,4,34,72,61,63,57,33,2.05,73
Canada,AI Engineer,MLOps,Senior,10,144117,Master,Gaming,Small,2020,Onsite,4.76,27,54.37522398,0.084,68,7.49,49.34,7,27,16,73,90,52,85,66,22,1.24,83
Singapore,Software Engineer AI,Reinforcement Learning,Senior,9,147552,PhD,Automotive,Medium,2024,Onsite,3.41,9,68.96325776,0.02,52,5.9,98.76,12,28,58,23,86,47,53,68,73,0.92,79
UK,Computer Vision Engineer,Analytics,Lead,14,169871,PhD,Education,Enterprise,2023,Remote,4.57,4,45.17240072,0.071,75,9.09,88.86,5,21,99,73,87,80,60,40,34,2.17,79
Brazil,Software Engineer AI,Reinforcement Learning,Senior,6,47506,Master,Consulting,Small,2023,Hybrid,3.28,19,55.55057718,0.11,69,0.68,70.04,3,30,74,60,71,41,66,67,44,0.69,70
Germany,Data Scientist,MLOps,Senior,8,105879,Master,Healthcare,Medium,2020,Onsite,4.06,12,82.27638197,0.026,81,5.34,77.38,12,23,21,42,89,60,72,32,60,1.48,73
Netherlands,Data Analyst,Computer Vision,Senior,8,79944,Master,Healthcare,Medium,2022,Onsite,3.22,25,59.95524199,0.108,80,8.15,75.58,4,21,75,72,81,68,69,22,52,1.64,71
Australia,NLP Engineer,Computer Vision,Lead,13,176586,Bootcamp,Automotive,Large,2024,Hybrid,4.8,24,56.26839925,0.146,71,6.11,74.16,6,25,29,18,72,71,51,34,66,0.71,75
Singapore,NLP Engineer,MLOps,Mid,3,88867,Master,Gaming,Enterprise,2026,Remote,4.57,15,89.12437698,0.221,55,8.57,55.68,5,16,33,17,80,57,89,12,40,2.39,75
France,Data Scientist,Computer Vision,Mid,3,83770,Diploma,Education,Enterprise,2022,Hybrid,4.05,28,45.90247394,0.146,59,3.92,92.4,7,10,9,35,84,47,84,29,93,1.63,77
Netherlands,Data Scientist,MLOps,Mid,5,91484,Bootcamp,Healthcare,Small,2025,Onsite,3.62,19,73.6977771,0.18,75,9.18,85.88,3,19,41,77,87,74,64,33,92,0.82,65
Singapore,Machine Learning Engineer,MLOps,Entry,1,73315,Bootcamp,Gaming,Startup,2022,Onsite,4.54,31,75.92377467,0.387,70,7.5,73.95,11,13,32,35,56,58,67,28,50,0.62,63
UAE,Machine Learning Engineer,MLOps,Senior,10,105962,Bootcamp,Consulting,Small,2020,Remote,3.6,12,43.73997324,0.066,66,8.61,65.72,6,29,72,41,85,70,86,18,60,1.25,81
UAE,Research Scientist,Generative AI,Mid,5,95797,Master,Tech,Startup,2024,Hybrid,4.62,20,96.07369723,0.159,64,3.91,52.34,12,28,99,13,60,51,68,42,91,0.71,71
USA,AI Engineer,Computer Vision,Lead,12,182382,Diploma,Gaming,Small,2021,Onsite,3.37,14,82.06592728,0.103,60,8.42,54.48,8,15,70,80,86,57,78,44,64,2.47,90
Netherlands,Computer Vision Engineer,LLM,Senior,10,108382,Bachelor,Gaming,Startup,2020,Hybrid,4.29,25,46.81150134,0.133,88,8.82,55.45,10,13,50,99,74,75,59,64,35,2.28,71
Netherlands,AI Engineer,MLOps,Mid,2,65234,Master,Automotive,Startup,2024,Hybrid,3.41,34,80.67050176,0.158,91,4.01,82.55,10,28,73,87,71,64,73,50,89,2.22,72
Germany,Software Engineer AI,Generative AI,Lead,13,115633,Diploma,Finance,Enterprise,2022,Hybrid,3.45,25,51.00838603,0.042,100,3.14,45.09,8,29,89,33,87,72,48,43,76,1.09,65
India,Data Analyst,Computer Vision,Mid,5,28000,PhD,Education,Startup,2022,Remote,3.22,20,66.75737319,0.182,82,2.13,48.75,4,27,60,44,63,54,59,44,26,0.76,62
India,Computer Vision Engineer,Generative AI,Entry,0,28000,Diploma,Healthcare,Small,2024,Remote,3.39,18,69.8209528,0.416,63,3.37,84.45,7,18,25,39,65,53,58,12,58,1.82,63
USA,NLP Engineer,Computer Vision,Lead,17,205492,Diploma,Automotive,Large,2024,Hybrid,3.54,19,50.78262896,0.059,64,9.05,87.34,9,30,71,54,89,69,82,49,7,2.15,92
Canada,Computer Vision Engineer,LLM,Lead,16,171004,Diploma,Energy,Medium,2025,Hybrid,3.59,7,69.51427262,0.012,88,6.83,89.33,5,13,43,56,89,72,60,63,57,2.32,79
Germany,Software Engineer AI,NLP,Mid,3,63745,Master,Telecom,Startup,2026,Onsite,3.86,13,73.55979709,0.26,77,4.7,82.21,3,25,39,94,71,65,80,70,50,0.93,64
Japan,Data Scientist,LLM,Mid,2,77360,Diploma,Telecom,Medium,2022,Hybrid,4.39,14,42.51406508,0.251,58,0.69,51.93,5,18,20,15,69,29,71,58,97,2.02,68
France,NLP Engineer,NLP,Lead,18,154842,Master,Gaming,Startup,2024,Remote,4.05,21,77.4307681,0.103,48,7.46,70.07,5,23,10,46,68,48,61,52,82,2.06,87
Japan,Computer Vision Engineer,LLM,Lead,14,157147,PhD,Education,Large,2022,Onsite,3.93,10,44.11570735,0.062,63,4.45,85.31,13,21,17,20,87,57,46,52,44,0.79,78
France,Machine Learning Engineer,MLOps,Lead,19,168082,Bachelor,Tech,Enterprise,2021,Hybrid,3.75,15,50.77778188,0.091,69,1.35,64.93,6,14,32,90,88,52,91,44,62,1.05,90
India,Data Scientist,Analytics,Mid,4,37855,Master,Finance,Enterprise,2020,Onsite,3.86,20,17.65620957,0.239,95,7.89,50.51,13,15,100,13,76,89,70,39,92,1.07,65
USA,NLP Engineer,Analytics,Senior,8,125631,Bootcamp,Healthcare,Large,2026,Onsite,3.78,20,40.27934363,0.111,48,9.32,74.81,10,13,83,76,87,67,89,47,62,0.8,76
Netherlands,AI Engineer,MLOps,Senior,6,103395,Master,Retail,Startup,2021,Remote,3.35,16,34.7382169,0.048,86,4.87,49.66,7,13,97,14,78,54,44,49,73,1.15,59
UAE,Software Engineer AI,LLM,Lead,15,139046,Diploma,Education,Medium,2025,Remote,4.17,16,55.6019101,0.061,53,4.97,91.76,9,24,35,73,82,43,68,42,63,1.55,76
Australia,AI Engineer,Generative AI,Mid,2,78484,Diploma,Automotive,Startup,2026,Hybrid,3.77,26,76.14018095,0.21,70,9.25,86.67,5,11,10,61,64,69,47,42,3,0.56,64
Netherlands,NLP Engineer,NLP,Entry,0,71962,PhD,Finance,Large,2026,Remote,3.22,18,38.88255675,0.321,89,3.16,52.47,5,26,45,53,71,64,63,34,27,0.87,64
USA,Computer Vision Engineer,Generative AI,Entry,0,94451,Bootcamp,Retail,Medium,2020,Hybrid,4.04,26,71.1256227,0.428,80,4.17,98.83,11,11,83,15,55,59,50,12,77,2.17,56
UAE,Research Scientist,Forecasting,Entry,1,81972,Diploma,Telecom,Large,2023,Remote,3.47,9,57.2012247,0.382,59,3.92,88.7,8,30,99,76,67,54,74,29,25,2.08,72
Singapore,AI Engineer,Generative AI,Mid,4,106284,Bachelor,Tech,Large,2026,Hybrid,3.79,27,65.12196659,0.195,45,2.79,68.1,4,12,61,49,79,35,77,36,45,2.48,79
France,NLP Engineer,MLOps,Mid,5,96406,Bootcamp,Tech,Medium,2024,Remote,3.61,16,49.85058761,0.178,41,7.01,63.29,11,18,64,4,75,49,83,39,9,1.72,73
Canada,Software Engineer AI,LLM,Senior,7,92157,Bootcamp,Energy,Enterprise,2022,Onsite,3.52,23,32.06565965,0.148,92,3.26,75.27,4,20,43,58,75,69,88,48,71,0.62,74
USA,AI Engineer,NLP,Mid,2,113435,Bootcamp,Retail,Medium,2026,Hybrid,3.6,33,33.81822579,0.205,55,8.96,59,9,21,90,72,74,61,45,26,99,0.72,69
Australia,Research Scientist,LLM,Entry,1,74885,PhD,Education,Medium,2025,Remote,4.35,20,19.34859042,0.264,47,3.8,82.74,13,14,38,51,73,41,70,56,91,2.15,70
UK,NLP Engineer,Generative AI,Mid,3,92564,Diploma,Gaming,Small,2026,Remote,4.42,2,40.92952582,0.154,87,6.12,51.03,7,30,85,79,89,64,83,47,8,0.67,81
Japan,NLP Engineer,Forecasting,Entry,0,65573,PhD,Finance,Small,2020,Onsite,3.61,5,52.40747867,0.379,57,1.81,52.79,10,11,12,12,69,50,62,12,68,1.19,62
Brazil,Computer Vision Engineer,Forecasting,Entry,0,32157,Bachelor,Education,Startup,2022,Hybrid,3.59,12,88.94230939,0.377,59,1.99,56.11,12,13,36,6,51,25,58,62,72,2.47,59
France,Data Analyst,Analytics,Lead,12,79110,Bachelor,Automotive,Medium,2022,Onsite,3.48,17,66.48787317,0.097,93,6.37,87.43,6,15,80,87,85,78,54,39,67,1.61,69
Canada,Computer Vision Engineer,Reinforcement Learning,Senior,8,131659,Bachelor,Finance,Large,2020,Hybrid,4.3,10,92.20993606,0.066,56,0.25,97.35,7,17,74,100,75,34,68,45,85,1.84,70
Singapore,Machine Learning Engineer,LLM,Entry,0,68356,PhD,Tech,Medium,2021,Onsite,3.47,22,31.602034,0.382,75,4.56,57.02,10,16,13,7,70,66,63,28,9,1.97,70
Canada,Research Scientist,Generative AI,Senior,7,132773,Bootcamp,Healthcare,Medium,2026,Remote,4.71,11,58.58253842,0.032,66,1.46,49.02,6,11,27,80,78,40,78,30,25,1.59,74
Germany,Software Engineer AI,NLP,Mid,5,79731,Bachelor,Automotive,Startup,2021,Onsite,3.93,18,100,0.104,73,8.03,94.57,10,18,15,13,76,69,57,37,25,0.73,63
UAE,Data Scientist,Generative AI,Senior,9,107759,PhD,Healthcare,Enterprise,2024,Remote,4.26,27,51.8468648,0.024,96,1.73,97.66,3,28,46,17,88,58,96,31,80,2.43,79
Australia,Data Scientist,NLP,Entry,0,63779,Diploma,Telecom,Enterprise,2022,Remote,3.72,40,37.96672089,0.355,70,4.25,58.41,7,27,15,27,63,61,90,15,95,1.23,75
France,AI Engineer,MLOps,Senior,7,112269,PhD,Energy,Medium,2024,Onsite,4.39,22,62.37513533,0.131,81,9.12,64.52,3,15,48,94,79,74,53,58,96,1.59,71
Netherlands,Machine Learning Engineer,Computer Vision,Lead,19,156929,PhD,Telecom,Startup,2024,Remote,4.18,21,78.90151665,0.131,69,6.59,68.5,4,19,38,47,74,60,83,68,49,1.84,86
Japan,NLP Engineer,Computer Vision,Entry,0,72155,PhD,Gaming,Enterprise,2022,Remote,3.56,21,29.306105,0.425,80,1.12,62.36,7,28,95,24,65,45,90,12,72,2.28,62
Australia,Computer Vision Engineer,Generative AI,Senior,8,128809,Master,Tech,Startup,2021,Hybrid,4.12,12,47.48273385,0.022,83,8.78,76.61,8,14,46,30,82,82,49,51,9,2.14,78
UK,Machine Learning Engineer,Generative AI,Mid,2,69848,PhD,Finance,Enterprise,2025,Remote,3.51,16,27.07604701,0.142,69,4.16,64.37,10,27,71,95,79,55,64,12,92,1.78,68
Canada,Data Scientist,LLM,Entry,1,81265,PhD,Telecom,Enterprise,2026,Hybrid,3.6,26,55.7193015,0.309,60,8.79,75.11,8,29,90,22,70,63,66,33,2,1.56,73
Singapore,Machine Learning Engineer,MLOps,Senior,6,94971,PhD,Telecom,Large,2021,Onsite,3.78,22,62.19877821,0.008,71,8.61,90.37,8,29,69,33,97,66,60,24,16,2.23,80
USA,Computer Vision Engineer,LLM,Lead,16,203560,Bootcamp,Energy,Large,2022,Hybrid,4.23,21,67.7150679,0.094,62,5.56,97.72,11,11,50,95,90,46,52,35,49,1.9,79
UAE,NLP Engineer,LLM,Lead,17,133509,Diploma,Retail,Small,2020,Hybrid,3.53,12,28.33442203,0.107,87,2.05,52.38,12,21,100,52,88,64,65,53,77,2.29,72
USA,NLP Engineer,Analytics,Senior,7,115023,Master,Healthcare,Large,2024,Remote,4.19,20,81.83529051,0.038,77,0.52,97.59,9,17,41,47,83,55,70,28,74,1.79,77
Brazil,AI Engineer,Generative AI,Lead,13,83717,Bootcamp,Telecom,Enterprise,2026,Hybrid,4.71,17,69.96073449,0.121,91,4.86,94.53,14,12,93,2,82,80,71,32,4,1.95,62
Canada,Computer Vision Engineer,LLM,Entry,1,83727,Diploma,Healthcare,Medium,2026,Onsite,3.77,28,40.71635575,0.353,66,7.84,61.7,3,25,17,65,66,63,50,43,62,1.4,68
India,Computer Vision Engineer,Reinforcement Learning,Senior,6,41298,Bachelor,Automotive,Enterprise,2022,Hybrid,3.73,9,69.23083932,0.077,72,4.11,94.67,6,29,54,37,83,54,85,54,97,1.62,73
Japan,Machine Learning Engineer,NLP,Senior,11,126894,PhD,Finance,Medium,2025,Remote,3.55,6,80.02272717,0.072,92,2.76,70.51,4,28,7,77,94,73,91,26,32,2.29,87
France,Research Scientist,Forecasting,Mid,4,80556,PhD,Telecom,Startup,2022,Hybrid,3.71,15,45.59009541,0.196,86,8.7,75.29,5,27,65,23,68,81,53,25,63,2.1,69
Australia,Machine Learning Engineer,Analytics,Mid,5,107594,Bachelor,Finance,Large,2023,Onsite,4.64,18,59.17330661,0.258,71,3.15,76.75,13,30,1,69,75,59,75,28,94,1.41,75
USA,AI Engineer,Analytics,Lead,18,198588,Bachelor,Tech,Startup,2025,Onsite,3.73,24,80.60515584,0.024,100,0.71,66.75,5,23,80,33,79,68,71,60,27,1.26,89
Germany,Machine Learning Engineer,Analytics,Mid,5,97526,PhD,Healthcare,Small,2022,Remote,4.33,34,33.43105926,0.104,77,8.09,72.22,14,22,46,6,84,67,54,32,73,1.6,70
Japan,Research Scientist,Analytics,Entry,1,88255,PhD,Education,Medium,2024,Onsite,4.4,22,88.80925589,0.356,69,3.06,53.81,5,30,85,51,65,55,66,12,40,1.3,64
France,Data Analyst,Reinforcement Learning,Mid,3,61751,Diploma,Tech,Small,2025,Onsite,3.29,18,54.53526084,0.168,53,3.15,84.1,14,29,23,45,75,47,65,39,11,2.19,64
Brazil,Machine Learning Engineer,MLOps,Lead,14,91049,Master,Gaming,Large,2020,Remote,3.48,6,56.76245118,0.027,67,1.82,85.02,9,14,79,36,81,46,80,22,67,0.98,74
UK,Data Analyst,LLM,Mid,4,71915,Bootcamp,Automotive,Small,2025,Hybrid,4.69,25,0.108625001,0.131,100,5.23,67.64,6,29,17,37,80,82,58,42,50,1.26,77
France,Data Analyst,Reinforcement Learning,Mid,4,59585,PhD,Education,Enterprise,2024,Remote,3.99,9,58.61076457,0.178,91,8.65,86.32,8,27,65,59,81,76,71,27,91,0.74,69
UAE,AI Engineer,Forecasting,Entry,1,54177,Master,Automotive,Startup,2021,Onsite,3.38,19,37.63366814,0.387,87,4.08,82.49,10,26,84,1,47,54,65,63,75,1.55,61
Japan,Computer Vision Engineer,Forecasting,Entry,0,61302,PhD,Retail,Startup,2024,Onsite,3.79,21,92.92051547,0.378,86,4.93,85.66,12,12,40,67,55,66,58,40,50,2.13,58
Brazil,NLP Engineer,Computer Vision,Entry,1,38945,Bootcamp,Tech,Large,2026,Hybrid,4.1,32,25.15103342,0.377,70,4.01,59.25,4,24,100,26,71,65,78,62,20,2.39,63
Australia,Computer Vision Engineer,Computer Vision,Lead,12,147222,Master,Telecom,Medium,2022,Onsite,4.18,1,57.68621324,0.056,90,4.56,46.73,3,19,33,32,93,74,52,55,24,0.7,81
